price_amount
3107.5097198399076
17757.198399085188
18645.058319039446
31075.09719839908
7990.739279588334
79907.39279588334
443.92995997712967
1775719.8399085186
1775719.8399085186
6658.949399656945
3107.5097198399076
19976.848198970834
26635.79759862778
17757.198399085188
44392.99599771297
95888.87135506001
95888.87135506001
11098.248999428242
110982.48999428241
17757.198399085188
21308.638078902226
43505.13607775871
577108.9479702685
221964.97998856482
71028.79359634075
66589.49399656945
44392.99599771297
39065.83647798741
35958.3267581475
1287396.883933676
46168.71583762149
488322.95597484265
119861.08919382501
150936.1863922241
177571.98399085188
199768.48198970835
48832.29559748426
8204.53594831332
2663.5797598627782
28411.5174385363
57710.89479702686
22196.497998856485
97664.59119496853
7990.739279588334
53271.59519725556
12208.073899371066
10654.319039451113
39065.83647798741
479444.35677530005
39065.83647798741
16425.4085191538
53271.59519725556
142057.5871926815
88785.99199542594
84346.69239565464
151824.04631217834
151824.04631217834
48832.29559748426
4439.299599771297
39953.69639794167
266357.9759862778
13317.89879931389
26635.79759862778
110982.48999428241
11098.248999428242
665894.9399656946
665894.9399656946
665894.9399656946
665894.9399656946
665894.9399656946
665894.9399656946
665894.9399656946
16425.4085191538
7990.739279588334
20420.778158947964
2219.6497998856485
7990.739279588334
9588.887135506
39953.69639794167
7990.739279588334
31075.09719839908
14649.688679245279
14649.688679245279
6658.949399656945
13317.89879931389
19976.848198970834
7546.809319611204
239722.17838765003
88785.99199542594
88785.99199542594
13317.89879931389
10654.319039451113
10654.319039451113
39953.69639794167
75468.09319611205
3995.369639794167
4883.229559748426
199768.48198970835
64369.8441966838
88785.99199542594
2219.6497998856485
88785.99199542594
119861.08919382501
119861.08919382501
133178.9879931389
66589.49399656945
6880.91437964551
184896.8283304745
66589.49399656945
124300.38879359631
31075.09719839908
17757.198399085188
9766.459119496853
14649.688679245279
7102.879359634075
7546.809319611204
5327.1595197255565
31075.09719839908
14252.815295025724
23972.217838765002
7102.879359634075
14205.75871926815
14649.688679245279
19976.848198970834
33738.67695826186
44392.99599771297
13317.89879931389
75468.09319611205
6852.058932246997
195329.18238993705
66589.49399656945
84346.69239565464
2441.614779874213
2663.5797598627782
1553.7548599199538
5327.1595197255565
44392.99599771297
6658.949399656945
6215.019439679815
44392.99599771297
110982.48999428241
37734.046598056026
71028.79359634075
168150.19209228127
26635.79759862778
57710.89479702686
39953.69639794167
32675.64227610062
665894.9399656946
88785.99199542594
165727.84387267006
116529.83877415663
57710.89479702686
266357.9759862778
9766.459119496853
18560.88919862778
31075.09719839908
1109824.8999428242
66589.49399656945
57710.89479702686
19659.882207547165
9207.28494190966
42465.62968347626
13317.89879931389
15537.54859919954
35514.396798170375
22196.497998856485
4350.513607775871
4439.299599771297
102103.89079473983
13317.89879931389
7546.809319611204
7990.739279588334
75468.09319611205
7102.879359634075
17757.198399085188
13317.89879931389
88785.99199542594
4439.299599771297
7102.879359634075
71028.79359634075
8878.599199542594
13317.89879931389
31075.09719839908
16425.4085191538
15537.54859919954
4883.229559748426
19976.848198970834
3551.4396798170374
6215.019439679815
8936.31009433962
8936.31009433962
8936.31009433962
8936.31009433962
337386.76958261855
26635.79759862778
168693.38479130928
