price_amount
42267.258766572035
79113.4454446738
38271.88912677787
141263.63984147194
87992.0446442164
119067.14184261547
174114.45687977952
65795.54664535991
252246.12983575434
87992.0446442164
105749.24304330158
35608.30936691509
39159.749046732126
43599.04864650342
190095.9354389562
254021.84967566287
39159.749046732126
37384.02920682361
119067.14184261547
119067.14184261547
87104.18472426213
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
696176.0898128841
174114.45687977952
163460.13784032845
132385.04064192937
34720.44944696083
34054.55450699513
74674.1458449025
132385.04064192937
56916.94744581731
243367.5306362118
87992.0446442164
48038.34824627472
56916.94744581731
56916.94744581731
65795.54664535991
31834.904707109486
36052.23932689222
65795.54664535991
36496.16928686935
32944.72960705231
40935.46888664064
39159.749046732126
65795.54664535991
48038.34824627472
243367.5306362118
38027.19493283847
136824.34024170064
103973.52320339305
40935.46888664064
138600.06008160918
37384.02920682361
34276.5194869837
90655.62440407916
32571.82844067152
41379.398846617776
86216.32480430786
41379.398846617776
70234.8462451312
57932.21526428501
42711.18872654916
105749.24304330158
274442.6278346109
150148.63163243822
62244.10696554287
119067.14184261547
115973.12759355886
43599.04864650342
216731.733037584
79113.4454446738
79113.4454446738
70234.8462451312
83552.7450444451
69346.98632517694
48038.34824627472
46262.6284063662
39159.749046732126
37827.959166800734
105749.24304330158
43599.04864650342
61356.24704558861
32722.764627063745
36052.23932689222
37384.02920682361
37384.02920682361
61356.24704558861
83552.7450444451
96870.64384375898
34286.55230407918
119067.14184261547
363228.6198300368
48038.34824627472
48038.34824627472
48038.34824627472
48038.34824627472
48038.34824627472
154581.53864078585
33610.62454701801
39159.749046732126
56916.94744581731
252246.12983575434
72898.42600499399
108412.82280316435
52477.64784604602
190095.9354389562
44072.810699791014
32722.764627063745
47824.28521957375
527482.7050215747
140549.71167983674
50903.11706399913
55136.52194833303
137455.8750027641
144647.5403543936
91371.77221551427
47683.204278293015
35164.37940693796
35164.37940693796
79113.4454446738
56916.94744581731
136824.34024170064
43599.04864650342
37827.959166800734
56916.94744581731
190095.9354389562
44930.83852643481
154581.53864078585
87992.0446442164
207853.1338380414
43599.04864650342
52477.64784604602
43599.04864650342
43599.04864650342
43599.04864650342
31834.904707109486
33832.58952700657
36052.23932689222
34276.5194869837
36940.099246846476
37384.02920682361
44486.908566457685
385425.1178288933
38271.88912677787
43155.11868652629
46484.59338635477
252246.12983575434
61533.81902957946
41443.32476085448
52477.64784604602
32056.86968709805
36496.16928686935
48038.34824627472
100333.2975315806
65795.54664535991
52477.64784604602
43599.04864650342
36940.099246846476
43599.04864650342
52477.64784604602
33642.94264810434
33642.94264810434
230049.63183689787
34276.5194869837
114627.84224284417
43599.04864650342
43599.04864650342
52477.64784604602
37384.02920682361
77826.04856074012
216509.76805759541
48926.20816622898
83552.7450444451
35164.37940693796
110188.54264307287
32056.86968709805
114627.84224284417
141263.63984147194
44486.908566457685
119067.14184261547
162217.1339523925
97758.50376371325
181217.33623941365
296639.12583346735
56916.94744581731
159020.83824055712
71122.70616508546
114627.84224284417
96870.64384375898
32944.72960705231
63575.89684547426
38715.819086755
52477.64784604602
38715.819086755
38715.819086755
59136.59724570296
37827.959166800734
35164.37940693796
70234.8462451312
48038.34824627472
32056.86968709805
46262.6284063662
74674.1458449025
838233.6770055656
607390.0978174581
39159.749046732126
110188.54264307287
105749.24304330158
37384.02920682361
37384.02920682361
43599.04864650342
33388.65956702944
38715.819086755
37384.02920682361
36940.099246846476
59136.59724570296
101309.94344353028
154581.53864078585
37827.959166800734
36940.099246846476
40713.50390665208
37827.959166800734
39159.749046732126
36496.16928686935
70234.8462451312
35608.30936691509
52477.64784604602
40935.46888664064
216509.76805759541
33388.65956702944
72454.49604501686
39159.749046732126
43599.04864650342
252246.12983575434
65795.54664535991
39381.71402672069
52477.64784604602
65795.54664535991
56916.94744581731
54697.29764593166
61356.24704558861
252246.12983575434
163460.13784032845
61356.24704558861
1140106.0497900136
194535.23503872752
74674.1458449025
43599.04864650342
207853.1338380414
296639.12583346735
79113.4454446738
136824.34024170064
40047.608966686385
52477.64784604602
36673.7412708602
35830.27434690365
172338.73703987105
36940.099246846476
40935.46888664064
163460.13784032845
38715.819086755
65795.54664535991
252246.12983575434
105749.24304330158
56916.94744581731
207853.1338380414
66239.47660533703
50701.928006137496
101309.94344353028
37384.02920682361
33388.65956702944
79113.4454446738
41823.3288065949
190095.9354389562
89767.7644841249
34276.5194869837
49148.173146217545
39710.222197103765
36496.16928686935
185656.63583918492
40935.46888664064
37827.959166800734
52477.64784604602
52477.64784604602
49148.173146217545
56916.94744581731
39159.749046732126
39159.749046732126
39159.749046732126
207853.1338380414
56916.94744581731
172338.73703987105
83552.7450444451
30458.721831180384
52477.64784604602
296639.12583346735
44486.908566457685
70234.8462451312
46262.6284063662
67571.26648526842
72898.42600499399
52477.64784604602
163460.13784032845
70234.8462451312
56916.94744581731
56916.94744581731
67571.26648526842
38271.88912677787
31612.93972712092
46262.6284063662
39159.749046732126
54253.36768595454
39159.749046732126
65795.54664535991
55141.22760590879
163460.13784032845
52477.64784604602
48038.34824627472
54253.36768595454
38715.819086755
40935.46888664064
207853.1338380414
385425.1178288933
385425.1178288933
96870.64384375898
32722.764627063745
30947.044787155228
48038.34824627472
32500.799647075182
32944.72960705231
58248.737325748705
159020.83824055712
34276.5194869837
61356.24704558861
80889.16528458231
43599.04864650342
37384.02920682361
607390.0978174581
74674.1458449025
